reel_id,creator_followers,category,posting_time,reel_length_sec,trending_audio,hook_strength_score,audio_popularity_score,video_quality_score,editing_quality_score,hashtags_count,caption_length,avg_watch_time_sec,retention_rate,completion_rate,rewatch_rate,impressions,reach,non_follower_reach_ratio,explore_page_boost,likes,comments,shares,saves,engagement_rate,virality_score
eaaf2dc4-b3a1-4eab-8ce2-315c5abd72a1,10000,Beauty,18,45,False,0.4644,0.2083,0.2867,0.559,10.0,1350.0,22.13,0.5049,0.3685,0.2616,61431,27259,0.5025,False,1886,130.0,215,172.0,0.5258,43.99
0aa7077e-0d89-45b6-a56c-7e6ddc72c609,30794,Beuty,11,30,False,0.728,0.1721,0.985,0.7888,21.0,,20.11,0.7437,0.7846,0.3524,171381,133486,0.5751,False,11689,,1101,2056.0,0.5923,51.14
55cb6548-1c42-4132-8d00-67489d697596,87979,Education,12,10,True,0.2778,0.8746,0.0708,0.2428,23.0,1957.0,2.33,0.2375,0.1999,0.0949,707719,446844,0.4547,False,37667,1053.0,3374,3617.0,0.316,42.58
364e31db-4e92-49b4-b257-4a151b759aff,80000,Food,11,30,False,0.7351,0.4849,0.6495,0.945,,14.0,21.36,0.7465,0.8135,0.335,152479,122571,0.5498,False,9207,267.0,490,623.0,0.6507,53.35
45472938-cfbf-415a-8060-89afc39de568,128789,Music,19,15,True,0.6311,0.8088,0.4783,0.6974,24.0,737.0,8.95,0.5996,0.6239,0.3357,1151534,707143,0.6912,False,83474,1846.0,7524,8363.0,0.5994,61.9
151cb5e6-a214-439d-bc68-d7e99f44087b,1147,TECH,21,30,True,0.4139,0.6341,0.5764,0.6025,22.0,1525.0,10.29,0.377,0.2243,0.2113,10602,8899,0.6445,False,232,7.0,27,21.0,0.4876,58.21
18b1ab89-93d0-4d7f-943f-4e01622768fa,40169,Food,19,30,False,0.3584,0.1529,0.6119,0.208,26.0,536.0,10.18,0.3524,0.3316,0.1914,243705,118561,0.4828,False,7087,319.0,1037,,0.3977,43.32
d0cd8163-9ac7-4585-b4c7-b96a82d79d2d,21970,Fitnes,13,15,True,0.4866,0.5695,0.8075,0.5824,8.0,,5.72,0.3962,0.4024,0.0557,182881,134591,0.5733,False,15646,515.0,1930,1909.0,0.478,61.2
23d3209c-95e4-4b43-ad44-8b9f6c40aeae,500,Education,13,7,True,0.7659,0.8572,1.0,0.687,25.0,,4.28,0.6932,0.5466,0.1731,2551,1411,0.7197,True,56,3.0,6,4.0,0.6693,78.61
02bdb42b-6403-4bb5-969e-ee98ec9f8403,812,Gaming,8,15,False,0.6422,0.3472,0.6965,0.5085,8.0,1546.0,7.7,0.5798,0.4832,0.0896,2477,2081,0.5309,False,191,8.0,19,10.0,0.4375,46.97
2f19e0d4-7991-4116-9537-e987cac6c8c2,500,Fitness,9,7,True,0.6419,0.7038,0.705,0.488,25.0,261.0,4.54,0.656,0.5039,0.099,1234,949,0.5101,False,30,2.0,2,3.0,0.4627,52.25
c85f82cf-7d8e-4ee4-81ca-a6464501c56f,869,Education,12,60,True,0.3218,0.7309,0.0,0.0251,6.0,1378.0,21.89,0.3931,0.3094,0.015,2699,1720,0.4987,False,121,7.0,8,21.0,0.3997,43.39
53a96717-b66c-4bd9-8d4d-7becf1c2d3ac,500,music,14,30,True,0.448,0.7909,0.214,0.0,24.0,1034.0,12.01,0.4488,0.477,0.0362,2096,1086,0.5028,False,40,1.0,4,,0.4058,39.72
7fd4ac15-ae9e-449c-8ec4-7cd95fddc73c,10000,Fitness,19,60,True,0.2479,0.8172,0.3266,0.499,29.0,1662.0,19.78,0.3835,0.3683,0.1078,51639,40314,0.575,False,2652,100.0,244,349.0,0.4608,54.62
030fab77-453c-4d7f-a3e6-87968cc75c31,916,Beauty,18,10,True,0.7623,0.9494,0.3009,0.6796,12.0,337.0,5.46,0.5759,0.5115,0.2445,12727,7981,0.6156,True,871,,50,163.0,0.7198,70.2
83cb1f2f-face-4ef6-a6e2-8662337fff31,1493,FASHION,11,15,False,0.655,0.2365,0.2898,0.5301,21.0,980.0,7.31,0.5179,0.4825,0.0627,3690,3043,0.4835,False,352,10.0,44,63.0,0.5364,41.24
1c95466d-93ce-4ff4-ab76-f096db7f6e22,13098,Food,20,45,True,0.1063,0.9131,0.0,0.0786,27.0,1398.0,4.66,0.1207,0.1412,0.0686,90405,74998,0.4353,False,1444,98.0,75,249.0,0.2794,37.57
6eeb61a7-48aa-4c98-b9cd-3fa9aceccdf7,4893,Belleza,14,20,False,0.877,0.0678,1.0,0.8784,14.0,26.0,14.96,0.8701,0.4833,0.4757,10572,5099,0.6303,False,542,26.0,27,74.0,0.6605,59.51
4b8c938f-6e33-477a-8738-c32431e49000,3969,Education,20,30,False,0.1513,0.4724,0.0336,0.1338,8.0,1112.0,3.78,0.1445,0.1221,0.0038,29655,18079,0.3851,False,890,,46,132.0,0.2589,85.05
801f3626-3108-4612-ac53-358222272054,647,Gaming,12,15,False,0.3908,0.7088,0.0301,0.0,24.0,583.0,5.63,0.425,0.4134,0.1927,4455,2966,0.5662,False,232,17.0,17,31.0,0.4041,40.17
4f3dbc2d-d9fe-4fae-97e7-084beaed53d7,48965,travel,11,45,False,0.7731,0.5838,0.6775,0.7566,9.0,1871.0,23.63,0.5589,0.4213,0.0025,164753,104696,0.5679,False,11809,269.0,718,2101.0,0.6058,60.16
975e06b7-b541-4035-90ed-f3506a967b6b,21469,Beauty,13,15,True,0.2771,0.7768,0.0,0.0684,20.0,2194.0,5.56,0.414,0.455,0.1256,44055,21360,0.4891,False,2141,81.0,228,319.0,0.4938,45.03
da8da57c-0837-4ab5-a9e5-15ce69ebcea0,2040,Tech,22,15,False,0.3341,0.6171,0.297,0.3262,13.0,,6.44,0.4641,0.5327,0.0128,6727,3906,0.4799,False,439,29.0,55,84.0,0.5134,42.16
3efac200-7eb8-478a-9562-08508252a164,135116,Travel,11,15,False,0.2956,0.2742,0.5303,0.5458,6.0,1907.0,4.37,0.3179,0.2667,0.0049,322712,263109,0.4698,False,20089,540.0,1558,2811.0,0.4051,34.41
8f95502f-98c0-4ca9-a612-15f60271a9ad,500,comedy,18,20,False,0.4099,0.2229,0.2386,0.0843,24.0,1172.0,7.82,0.4223,0.2567,0.207,3321,2785,0.5182,False,125,3.0,18,20.0,0.477,43.69
5bfa8e1d-3cbc-48a7-99d2-516a6aeb15ba,80000,education,12,7,False,0.2394,0.1043,0.3788,0.5711,19.0,325.0,2.83,0.4704,0.3788,0.1087,200211,86434,0.535,False,1926,90.0,124,,0.504,34.98
e97a59c8-d8c4-4b81-a65e-3e25a92021fd,400000,Comedy,11,10,False,0.491,0.6193,0.2472,0.4457,6.0,1405.0,5.23,0.6066,0.669,0.0563,3044182,1685243,0.5034,False,95337,7409.0,14165,13299.0,0.3875,37.39
6adbcb6a-e2f8-4ec6-a644-d3827d587ff5,983,Education,21,30,False,0.6176,0.2525,0.5767,0.7717,8.0,735.0,14.76,0.5168,0.4236,0.1757,8592,3615,0.6395,False,115,3.0,6,,0.548,57.08
db3b2b8c-c27c-48b6-bef6-6d5a7de781df,500,Gaming,11,15,True,0.7083,0.7984,0.7483,0.5984,,930.0,9.43,0.6861,0.5868,0.3973,1367,1141,0.631,False,97,4.0,11,16.0,0.5969,59.27
a71743da-3bde-432a-8e97-8163f20755c4,10000,Education,12,30,True,0.5641,0.8431,0.6665,0.8141,12.0,2061.0,21.5,0.7427,0.4408,0.1261,14432,10002,0.5705,True,734,48.0,98,90.0,0.6997,70.66
7b95624a-9b12-4951-837e-9dac39b608bb,8909,Tech,22,15,False,0.5393,0.0456,0.6136,0.0,21.0,1236.0,5.12,0.3766,0.4102,0.1188,44579,26860,0.463,False,1459,32.0,181,283.0,0.4635,30.93
228751ca-dd99-431b-96f4-638fd3b18fba,17843,Food,13,10,False,0.3938,0.1221,0.6892,0.9583,9.0,2176.0,4.45,0.4891,0.3328,0.1913,109504,62718,0.5394,False,2354,94.0,145,251.0,0.5004,48.11
83e471ed-5e75-46d2-931f-5d9c08f5d234,3492,Comedy,21,20,False,0.2729,0.3184,0.5654,0.7586,4.0,1470.0,7.61,0.4372,0.4444,0.231,3122,2058,0.4443,False,217,10.0,28,39.0,0.4443,47.11
bca4db7a-b64b-42f4-a067-4c032c38472f,10000,Fitness,11,60,False,0.426,0.561,0.3021,0.3451,17.0,932.0,28.9,0.5612,0.4254,0.0686,77943,44874,0.4905,False,4515,333.0,259,755.0,0.5379,34.72
c8ebc26f-22be-410f-b850-07c0812ed41f,2137,Gamig,20,20,False,0.8662,0.1582,0.8681,0.9507,11.0,542.0,12.28,0.646,0.6668,0.2388,6867,3430,0.6973,False,114,7.0,11,18.0,0.5261,64.26
8edaf242-b340-494e-9a20-788d51f0bdaa,7657,Tech,10,45,False,0.0,0.1016,0.1763,0.0,18.0,1783.0,8.99,0.223,0.2089,0.0037,12315,7629,0.364,False,176,6.0,14,30.0,0.2689,7.28
8244da64-2946-4038-a52b-892a461fbaa8,10000,Beauty,11,60,False,0.0,0.6717,0.1939,0.4567,1.0,872.0,9.2,0.1556,0.0785,0.0209,23451,11916,0.4651,False,332,18.0,43,63.0,0.315,27.15
175dab17-e56f-4269-b9e9-5b9726652865,113557,Food,10,15,True,0.8061,0.8429,0.6793,0.8567,4.0,452.0,10.64,0.7317,0.8616,0.417,146825,135370,0.6936,False,11775,26.0,1565,1018.0,0.5313,61.73
18eed78f-1eed-4233-85b9-2411e8101fad,102128,Tech,14,45,False,0.6532,0.4246,0.5864,0.94,23.0,1064.0,35.11,0.8016,0.7913,0.248,785433,511142,0.577,False,44166,1379.0,5788,4519.0,0.6683,55.47
4ea711c8-a058-4cf2-9695-933f6c28e0c2,10000,music,12,20,True,0.5865,0.769,0.7264,0.4772,,1317.0,11.99,0.6269,0.423,0.2436,126232,80784,0.5598,False,2599,136.0,195,179.0,0.6496,60.76
c326641a-feff-42f3-870e-9e36f403969a,500,Food,12,45,False,0.6653,0.1407,0.4521,0.4246,16.0,2024.0,21.74,0.5545,0.3707,0.2483,2481,1611,0.576,False,111,7.0,14,17.0,0.445,50.71
8f419738-9df7-4b6a-a6ce-27232886aba5,42943,Gaming,15,15,True,0.5638,0.6791,0.4969,0.5004,8.0,1973.0,7.24,0.5122,0.5075,0.1746,124166,60109,0.4983,False,6485,389.0,475,611.0,0.6008,51.52
a8266b58-7091-48bd-a496-67b74522717c,400000,Fashion,10,15,False,0.0678,0.6164,0.0,0.146,28.0,,1.85,0.1257,0.0943,0.0652,842528,593017,0.4077,False,18103,779.0,2012,1811.0,0.268,22.17
0fc1c574-a598-4958-96b9-ebd8445b2815,10000,education,16,15,False,0.0,0.2103,0.0254,0.1609,27.0,798.0,2.86,0.1929,0.1812,0.0438,31502,18749,0.339,False,1590,117.0,141,124.0,0.3082,16.9
dd93c2bc-b040-4b90-9f65-37f0c36262c8,767,Travel,21,45,False,0.7942,0.2699,0.7817,0.6008,6.0,1675.0,33.52,0.7624,0.5494,0.292,6040,5716,0.6172,False,230,9.0,27,44.0,0.5627,62.44
ae968245-825c-438b-aed6-7c5942f55f06,10000,FASHION,17,60,False,0.718,0.1472,0.7961,0.6874,18.0,280.0,33.39,0.582,0.4647,0.2473,72550,58841,0.5145,False,3014,98.0,381,458.0,0.4152,46.14
187c3b20-703a-4d2c-9e57-47abc8fdd7a4,879,Beauty,12,15,False,0.3841,0.3735,0.5653,0.4071,,1798.0,4.82,0.3361,0.1752,0.1066,4593,3572,0.5996,False,193,15.0,10,20.0,0.4033,51.88
3be26266-f067-4b56-9d16-0ddc0f673cb3,10000,Gaming,11,20,False,0.5315,0.0757,0.7129,0.3494,29.0,396.0,9.33,0.4895,0.482,0.1644,66246,33858,0.5377,False,1781,134.0,152,200.0,0.469,41.78
f462d800-9945-4c00-8db5-866a16db8c16,10000,Fitness,10,10,False,0.4009,0.4426,0.6011,0.4056,23.0,1470.0,2.78,0.3024,0.316,0.1197,14497,11702,0.4991,False,821,57.0,58,133.0,0.3554,40.67
960727dd-2c72-4bae-901b-ae3ab67e70b5,44110,Gaming,17,15,False,0.7359,0.6233,0.6963,0.7297,26.0,1673.0,9.47,0.7024,0.3939,0.2929,177054,129767,0.4878,False,13715,706.0,1227,1166.0,0.5185,54.18
264d0322-64c5-42ad-a15c-48c79b8b9382,1815328,Music,9,15,True,0.5391,0.9184,0.3584,0.4113,12.0,1061.0,5.71,0.4333,0.3939,0.1408,3763516,2931406,0.4559,False,253910,12669.0,28339,20558.0,0.503,47.6
10491a17-9733-4e3e-a8af-3f28bf5957e0,703,Travel,12,15,False,0.053,0.5439,0.3158,0.1357,15.0,1393.0,1.01,0.0737,0.0507,0.0294,4219,3596,0.4161,False,254,15.0,26,39.0,0.3147,33.62
f2755f01-d6cf-44b6-8f34-2f0394ef2f44,4487,Education,20,10,True,0.9227,0.406,0.7229,0.6556,0.0,434.0,7.92,0.8059,0.5348,0.1636,18284,13792,0.5972,False,805,,99,69.0,0.6937,68.16
0d16b9b9-ce86-48a4-9ea0-e1b54aac8473,80000,Education,22,15,False,1.0,0.1823,0.5689,0.7913,1.0,1880.0,11.2,0.7761,0.5344,0.0164,371227,305097,0.5393,False,27346,1482.0,2958,4165.0,0.5437,57.28
404e3135-0d71-459c-818e-437aee22acb0,10000,Beuty,11,20,True,0.7386,0.4963,0.4811,0.4568,,1961.0,8.86,0.4905,0.3714,0.264,51832,39455,0.6009,False,2842,160.0,214,285.0,0.6017,54.8
27cee8a0-96d5-4187-9a06-f454d0782f42,3389,Music,11,15,False,0.7906,0.3754,0.8601,0.7689,14.0,1847.0,10.28,0.7167,0.5036,0.4055,46604,42911,0.5569,False,4016,244.0,482,547.0,0.5135,57.83
ffc7263b-e005-44e7-bdf4-39e673bad5c7,10869,Gaming,11,10,True,0.7371,0.6679,0.6606,0.5082,15.0,1075.0,4.62,0.483,0.5714,0.2245,58507,30933,0.6084,False,3628,204.0,457,511.0,0.5011,54.54
e371db03-a6bd-48fa-b27a-fdb5fbb5128a,534,Fashion,10,20,True,0.7265,0.4025,0.624,0.7784,8.0,1479.0,15.63,0.8214,0.4509,0.2776,920,791,0.4929,False,38,2.0,3,5.0,0.6613,51.25
43c48b6c-e827-4580-8270-da7fd6d745ed,688707,Edu,17,30,True,0.0781,0.7266,0.2333,0.2,14.0,,5.19,0.1789,0.2134,0.0451,34445,24137,0.4884,False,411,7482.0,16626,15805.0,0.3075,7.8
935323ab-4328-4478-85ef-5d34dbc7af2f,400000,Travel,13,15,False,0.2377,0.082,0.5,0.5755,10.0,1786.0,5.59,0.4281,0.3068,0.0658,589315,474940,0.4481,False,31943,1517.0,2509,1989.0,0.3975,38.6
115d10c8-4691-4b98-b564-a16d9a2b6278,80000,Fitness,17,30,False,0.6626,0.1486,0.7081,0.4795,6.0,2025.0,13.61,0.523,0.4292,0.2162,499924,227111,0.5803,False,25044,1223.0,2679,3267.0,0.4748,44.82
d8eafa07-71a9-4658-9102-39f85967ca66,10000,Fitness,17,30,False,0.7812,0.1221,0.4964,0.44,14.0,1355.0,19.55,0.6559,0.4595,0.3849,43916,37954,0.5454,False,1253,62.0,102,234.0,0.5801,46.5
08cc458f-2b34-435a-ac77-bf93bd15dee5,70961,Fashion,13,20,False,0.7438,0.3016,0.8732,0.7804,12.0,1596.0,10.22,0.6005,0.4601,0.3332,413994,260693,0.6255,False,20252,1178.0,1739,2405.0,0.7052,67.14
04e57e3a-545b-403d-9a54-9d3a06437d00,20728,Travel,12,60,False,0.2434,0.27,0.3647,0.2457,26.0,436.0,13.42,0.2472,0.1315,0.1133,36353,27391,0.4138,False,1835,74.0,156,122.0,0.2964,32.34
91edc1b4-3296-4ee9-a230-39caf25e1ae8,80000,Food,19,45,True,0.4845,0.6519,0.4157,0.4603,22.0,786.0,18.34,0.4248,0.2643,0.2173,350883,322186,0.5369,False,14851,922.0,1880,2693.0,0.488,55.38
3d9a276b-a90b-4734-b7cb-130c1333fc84,3282,Gaming,12,20,False,0.7246,0.329,0.5677,0.828,28.0,1353.0,15.54,0.8326,0.7217,0.4394,20882,18792,0.6201,False,974,,144,160.0,0.6696,67.18
3d3cf207-ed80-4168-a0d2-c4a37d1646e2,80000,Gamig,22,45,False,0.4668,0.278,0.0,0.0662,17.0,2154.0,15.58,0.3836,0.2815,0.1128,338114,202713,0.4782,False,13973,32.0,1899,2451.0,0.2811,22.09
7df1b307-90ea-4ad0-b44a-093069b2a526,27914,Travel,16,20,True,0.0411,0.5435,0.2738,0.1042,26.0,786.0,5.04,0.2653,0.1961,0.0123,74623,56269,0.3714,False,1551,103.0,141,113.0,0.2161,20.55
1734af0e-b004-4507-8deb-6cef4f306b1d,80000,Fashion,8,30,False,0.7677,0.4434,0.8186,0.5873,30.0,284.0,19.57,0.6897,0.3847,0.2355,347571,259144,0.5794,False,7040,533.0,1021,,0.7058,61.26
391aaee3-8539-4757-8693-d0e8bbe81b88,10000,Tech,9,15,True,0.4279,0.6674,0.1922,0.6333,8.0,2003.0,6.45,0.4852,0.5776,0.066,22529,15595,0.5221,False,802,45.0,61,121.0,0.4296,42.71
7fbe6519-63d7-4425-95dd-14d620f8affe,80000,Music,10,20,False,0.351,0.4395,0.3251,0.214,24.0,742.0,7.99,0.4127,0.322,0.1753,267231,118656,0.4646,False,7304,,813,728.0,0.3061,29.28
feb7b0ab-5e9c-456d-9277-cc3fbbcb3e25,400000,fitness,15,20,False,0.703,0.089,0.722,0.7913,23.0,1418.0,11.2,0.5839,0.4637,0.294,3344842,2603842,0.4378,False,70772,,4135,13894.0,0.4136,47.3
c1bdf34f-729e-414b-ab7a-0c4211864c29,582,Gamig,17,20,True,0.623,0.297,0.2296,0.2588,18.0,243.0,7.1,0.3975,0.4709,0.1429,2600,2242,0.4677,False,176,5.0,14,10.0,0.37,39.23
8e0e7222-e66d-471a-afaf-4022b72b3cf0,9931,Education,11,20,True,0.8209,0.5138,0.7463,0.8088,8.0,1498.0,12.71,0.7335,0.8254,0.2327,46107,31995,0.6413,False,3753,91.0,555,246.0,0.6274,60.56
dfff2134-2ed1-4ece-8098-1cc405dadf74,10000,Fitness,9,20,False,0.2621,0.2958,0.2874,0.3234,25.0,1798.0,3.94,0.2223,0.2598,0.051,32645,28699,0.4075,False,1789,72.0,236,326.0,0.1928,24.86
4b85118a-f424-4173-a88d-6da3cbac5c27,10000,Beauty,14,30,True,0.7315,0.6977,0.5298,0.6463,2.0,313.0,14.79,0.5306,0.5395,0.1032,8852,4334,0.6144,False,311,16.0,37,21.0,0.571,57.06
15fbeb9c-c6e3-4b09-bc59-b204dd205276,4461,music,18,60,False,0.0475,0.2349,0.525,0.1361,,2010.0,20.61,0.3446,0.3768,0.1141,9351,8550,0.5191,False,428,1.0,39,29.0,0.3258,34.8
2154535d-0216-4b16-acfb-71faaa814521,26092,Food,14,15,False,0.4567,0.5098,0.6676,0.4853,9.0,1325.0,5.48,0.3676,0.2572,0.109,36551,17625,0.5738,False,1206,78.0,155,135.0,0.4595,41.47
eb4c9a06-ce42-4d3f-b1e8-28ab6eddc629,6474,Tech,19,20,False,0.4187,0.4809,0.4023,0.2796,11.0,1558.0,5.46,0.28,0.1605,0.0429,24594,14623,0.6177,False,738,35.0,55,61.0,0.4327,51.67
c5a6b937-2ff1-4a1e-a3c8-20b1e14c3574,500,Gaming,11,10,True,0.6028,0.3578,0.352,0.5779,23.0,1039.0,5.56,0.5967,0.4283,0.102,1755,960,0.4901,False,34,2.0,2,1.0,0.4811,41.55
f6439940-2603-4469-b7c0-fadac40430c2,1250,Comedy,9,30,False,0.4561,0.1794,0.5258,0.3824,22.0,239.0,13.13,0.4912,0.3658,0.1531,5468,4324,0.4955,False,91,1.0,10,16.0,0.3736,41.5
5b612821-492a-4948-9bbf-2ab869b8ca8e,7333,Music,12,20,False,0.7396,0.5609,0.7735,0.7623,9.0,463.0,9.69,0.5397,0.5892,0.0526,43801,29097,0.6758,True,4060,211.0,563,346.0,0.7166,74.38
68c39f98-9160-45d1-8eb3-24066a36616b,1423,Tech,12,60,False,0.6353,0.2953,0.4716,0.5842,20.0,1726.0,24.43,0.437,0.3177,0.1969,7609,6761,0.575,False,361,8.0,51,35.0,0.4045,52.93
d29176e2-fc31-4281-abaf-a75b00a9cf47,1483,Comedy,22,15,True,0.4029,0.8233,0.3311,0.4003,30.0,1540.0,7.08,0.5364,0.4837,0.1315,7378,4406,0.5166,False,451,28.0,40,81.0,0.4344,49.94
79e88595-cb2c-4513-86d9-a5ce6b69d34b,47471,Beauty,22,30,False,0.0771,0.3269,0.26,0.269,8.0,,10.54,0.3678,0.2698,0.123,121890,111997,0.4116,False,1861,93.0,242,271.0,0.27,21.08
d0b64c06-6e9b-4354-829e-3f255615c242,1146,COMEDY,20,20,True,0.5354,0.8198,0.3887,0.6901,15.0,1684.0,11.23,0.5917,0.3401,0.287,3967,3057,0.6302,False,353,11.0,18,61.0,0.5473,60.95
33c198de-75f6-4e1b-ba5d-3e99c7fc1c1a,196611,Moda,13,15,True,0.2565,0.5085,0.0316,0.2024,26.0,660.0,2.93,0.2255,0.1725,0.0671,1322016,1167303,0.4958,False,39797,1044.0,5902,7288.0,0.2891,40.99
a71943ff-a415-4636-9016-60ae8ee1453d,6539,Music,16,30,False,0.5548,0.1116,0.9194,0.6363,8.0,,16.01,0.5773,0.5645,0.2308,35931,29390,0.4933,False,1541,4.0,91,124.0,0.4283,42.89
fb4ac487-81fc-49b0-94b4-4a21c6ee067a,400000,Tech,13,30,False,0.3523,0.1131,0.2144,0.4255,0.0,1838.0,12.79,0.4619,0.2362,0.2581,1767059,1268867,0.464,False,110562,6460.0,14130,7889.0,0.4845,34.39
12edc3ea-f618-40a6-b208-dd4c3b62848c,2941088,Viajes,15,20,True,0.8129,0.5075,0.4999,0.725,8.0,,12.65,0.6398,0.3285,0.0852,5000000,3070964,0.5489,False,345892,27147.0,18201,19372.0,0.5815,54.68
44159ad9-8b18-4929-a409-6309379a973e,80000,Music,9,30,False,0.4118,0.2044,0.5288,0.445,28.0,667.0,10.57,0.376,0.2562,0.1811,483027,354000,0.509,False,23836,27.0,3279,3313.0,0.384,35.65
6a3f0f20-d7fa-4327-9521-238c3488a591,7043,Travel,17,20,False,0.5034,0.3133,0.5522,0.5745,15.0,401.0,10.54,0.5933,0.5851,0.0025,30230,25460,0.52,False,1815,69.0,104,171.0,0.4803,38.99
59d09741-fff3-4265-ae70-0e804161a4b7,4436,Beauty,12,20,False,0.1091,0.2217,0.4136,0.587,29.0,,5.63,0.3078,0.2547,0.1837,21681,18420,0.628,False,899,34.0,91,65.0,0.4195,41.61
f5a8ac36-7e78-4d68-a582-9b213f850d8b,52729,Comedy,16,30,True,0.6959,0.3957,0.4871,0.8291,7.0,776.0,19.06,0.721,0.7085,0.0894,192125,104933,0.5857,False,7907,596.0,559,1014.0,0.6773,53.97
71627c56-0ced-4455-9fc1-d70bd85bcc48,500,comedy,19,30,True,0.6641,0.9182,0.7096,0.7126,13.0,1233.0,21.16,0.7591,0.4133,0.3315,3520,2165,0.687,True,155,3.0,21,19.0,0.6885,76.54
8324e4e5-946b-4849-b7a4-ef8ab33faf7c,500,Gaming,14,10,False,0.6166,0.1967,0.8935,0.8066,17.0,,5.8,0.6269,0.3366,0.0343,2498,2303,0.624,False,292,13.0,35,39.0,0.6571,55.36
afd33bf2-595a-4331-9b50-15ce6eecd30e,8236,Gamig,14,7,False,0.339,0.1626,0.1442,0.0,20.0,232.0,2.83,0.4285,0.345,0.1368,32401,20022,0.4956,False,369,13.0,52,58.0,0.2879,19.6
289d9f96-ea65-49cc-96dc-4d74f91398fb,400000,Educacion,22,10,False,0.0022,0.1576,0.032,0.1866,20.0,1930.0,2.89,0.295,0.2187,0.1538,606465,546044,0.4239,False,50713,,4368,,0.3123,9.56
2122bdd2-a0c4-43bc-813f-773e1c62bdcd,80000,Fashion,21,7,False,0.6024,0.2855,0.3653,0.0322,13.0,2152.0,2.52,0.3831,0.3709,0.1128,165208,112660,0.4745,False,11689,483.0,634,1164.0,0.4306,45.94
50e3cd37-fc48-43bd-8b99-5af010f3ad58,10000,Fitness,21,60,True,0.6639,0.8906,0.3361,0.6153,19.0,468.0,33.14,0.5621,0.631,0.1596,44509,34397,0.6644,False,1100,58.0,155,59.0,0.5713,67.81
0ba03495-458f-4f3d-9207-bda9ebdb8992,10000,Comedy,20,15,False,0.1722,0.3402,0.319,0.1017,22.0,2066.0,2.21,0.1592,0.1212,0.0055,24148,14487,0.4688,False,311,10.0,41,61.0,0.3422,38.36
620bc621-4754-48cc-82f7-594bf11d544b,65981,Fashion,14,15,True,0.507,0.3549,0.5346,0.3328,4.0,,7.78,0.5232,0.4345,0.2952,235099,116160,0.4846,False,6289,194.0,665,591.0,0.4265,42.18
50b766ff-14f7-4ee1-a3cd-b0ccbc020a2a,872,Comedia,11,20,False,0.6575,0.3654,0.5335,0.9289,12.0,578.0,12.04,0.6081,0.5477,0.2113,8268,5732,0.5577,False,592,14.0,40,64.0,0.6487,55.73
d74b1a86-6b47-43fd-adb7-e9aac87310b6,1571,Educacion,14,45,False,0.6581,0.099,0.6283,0.2153,13.0,1763.0,17.25,0.4135,0.3265,0.1533,10701,6318,0.4414,False,201,9.0,26,38.0,0.3316,36.61
e55dbd9b-e168-4055-a96b-6f1dbe886ddb,5014,Education,12,15,False,0.5075,0.1954,0.5723,0.6666,6.0,1516.0,9.05,0.6309,0.3985,0.2565,45897,30148,0.5979,False,4056,173.0,245,757.0,0.6383,55.27
92885e80-4695-4b3e-8f3f-8647bb0d4fee,7424,Tech,11,7,False,0.0381,0.182,0.0396,0.0,30.0,1112.0,1.2,0.1956,0.1675,0.0279,4806,2562,0.406,False,205,16.0,16,19.0,0.3213,16.08
f8f3cf5d-0fc7-49fb-9874-e1e6c940eaf3,36610,Gaming,15,20,False,0.1622,0.1453,0.0005,0.2856,28.0,2147.0,5.0,0.2706,0.1586,0.115,119934,61991,0.4042,False,5405,234.0,313,781.0,0.244,16.17
e39709d4-a924-4cb8-a29e-ea3135c868b2,14738,Gaming,19,60,True,0.3308,0.6297,0.1469,0.1561,2.0,11.0,19.45,0.3377,0.383,0.0337,47519,26286,0.5116,False,3008,194.0,438,507.0,0.4753,42.29
6af2b73a-27c1-43ca-9063-41ecb04f69c1,500,Tech,15,30,False,0.5741,0.0956,0.6847,0.6074,,688.0,14.21,0.5311,0.3682,0.315,9421,7142,0.5955,False,569,,40,3.0,0.4239,76.88
171afd47-fce7-41c5-8c47-28475b3cb3d4,500,Fashion,8,60,True,0.7772,0.6842,0.6221,0.5757,14.0,1942.0,44.5,0.7693,0.4431,0.1781,2374,2020,0.5421,False,270,12.0,13,46.0,0.6432,59.35
7ffa0c9b-3584-4b57-beb9-436e82cced7f,80000,Education,15,15,False,0.7413,0.2183,0.5705,0.8366,6.0,137.0,7.63,0.5689,0.579,0.132,295450,262613,0.5806,False,16965,613.0,2470,1811.0,0.5319,49.27
74620ccf-bfe0-4e8e-a3d8-e77fa0e10277,80000,Tech,9,30,False,0.5563,0.0293,0.5627,0.5229,11.0,1234.0,10.46,0.4071,0.3817,0.0565,194829,121463,0.4808,False,13398,724.0,1103,1335.0,0.4547,34.09
bafde3cc-8968-4a95-bed2-1569a9a56412,80000,Food,17,60,True,0.294,0.8373,0.2459,0.3992,6.0,897.0,14.42,0.2826,0.2793,0.0697,183940,75022,0.5137,False,4411,321.0,387,800.0,0.3812,36.13
4e2a8978-3f51-49fe-92ee-04c9be6aef23,2704,education,11,20,False,0.1482,0.506,0.0,0.0,2.0,412.0,6.56,0.3522,0.2532,0.1812,12570,9207,0.3306,False,747,26.0,84,77.0,0.3075,20.48
